epoch,step,train_loss,EER_VER,FMR20,FMR10,FMR100
0,0,44.0373649597168,,,,
0,1,43.99518585205078,,,,
0,2,43.93080139160156,,,,
0,3,43.87321472167969,,,,
0,4,44.00966262817383,,,,
0,5,43.84514236450195,,,,
0,6,43.613433837890625,,,,
0,7,43.056434631347656,,,,
0,8,43.54154586791992,,,,
0,9,43.057186126708984,,,,
0,10,42.82553482055664,,,,
0,11,42.57994079589844,,,,
0,12,43.242095947265625,,,,
0,13,42.899261474609375,,,,
0,14,42.13347244262695,,,,
0,15,41.86652374267578,,,,
0,16,42.023590087890625,,,,
0,17,41.81156921386719,,,,
0,18,41.85447692871094,,,,
0,19,41.57527160644531,,,,
0,20,41.41010665893555,,,,
0,21,41.69085693359375,,,,
0,22,41.708824157714844,,,,
0,23,41.59999465942383,,,,
0,24,41.21879959106445,,,,
0,25,41.15509033203125,,,,
0,26,41.26525115966797,,,,
0,27,41.547760009765625,,,,
0,28,40.91428756713867,,,,
0,29,41.011661529541016,,,,
0,30,40.56171417236328,,,,
0,31,40.98765182495117,,,,
0,32,41.26117706298828,,,,
0,33,41.16502380371094,,,,
0,34,40.63750076293945,,,,
0,35,40.39421844482422,,,,
0,36,41.41130447387695,,,,
0,37,40.81597137451172,,,,
0,38,40.66707229614258,,,,
0,39,40.45823287963867,,,,
0,40,40.54237365722656,,,,
0,41,40.577491760253906,,,,
0,42,40.267826080322266,,,,
0,43,40.06789016723633,,,,
0,44,40.02310562133789,,,,
0,45,40.171234130859375,,,,
0,46,40.37379455566406,,,,
0,47,39.76861572265625,,,,
0,48,39.809207916259766,,,,
0,49,40.26776123046875,,,,
0,50,39.36324691772461,,,,
0,51,39.7398681640625,,,,
0,52,39.625518798828125,,,,
0,53,39.38780975341797,,,,
0,54,39.331336975097656,,,,
0,55,40.162635803222656,,,,
0,56,39.024166107177734,,,,
0,57,39.31283187866211,,,,
0,58,39.1536865234375,,,,
0,59,39.97361755371094,,,,
0,60,39.66181564331055,,,,
0,61,39.52569580078125,,,,
0,62,39.067012786865234,,,,
0,63,39.201194763183594,,,,
0,64,38.84607696533203,,,,
0,65,39.02359390258789,,,,
0,66,38.996971130371094,,,,
0,67,38.899864196777344,,,,
0,68,39.54527282714844,,,,
0,69,39.070831298828125,,,,
0,70,39.07645034790039,,,,
0,71,38.75590133666992,,,,
0,72,39.02786636352539,,,,
0,73,38.57080078125,,,,
0,74,38.67189025878906,,,,
0,75,38.40738296508789,,,,
0,76,38.94321823120117,,,,
0,77,39.047061920166016,,,,
0,78,38.97196960449219,,,,
0,79,38.90487289428711,,,,
0,80,38.546443939208984,,,,
0,81,38.565616607666016,,,,
0,82,38.94011688232422,,,,
0,83,38.30551528930664,,,,
0,84,38.47013473510742,,,,
0,85,38.54314422607422,,,,
0,86,38.4149169921875,,,,
0,87,38.52387237548828,,,,
0,88,38.47861862182617,,,,
0,89,38.70614242553711,,,,
0,90,38.687965393066406,,,,
0,91,38.483489990234375,,,,
0,92,38.544105529785156,,,,
0,93,38.602928161621094,,,,
0,94,38.31245040893555,,,,
0,95,38.34001541137695,,,,
0,96,38.500972747802734,,,,
0,97,38.884159088134766,,,,
0,98,38.28302001953125,,,,
0,99,38.13523483276367,,,,
0,100,38.44389343261719,,,,
0,101,38.6202507019043,,,,
0,102,38.301597595214844,,,,
0,103,38.254817962646484,,,,
0,104,38.298126220703125,,,,
0,105,38.617923736572266,,,,
0,106,37.77206802368164,,,,
0,107,38.037078857421875,,,,
0,108,38.289390563964844,,,,
0,109,38.45630645751953,,,,
0,110,38.87698745727539,,,,
0,111,38.59690475463867,,,,
0,112,37.95451736450195,,,,
0,113,38.623592376708984,,,,
0,114,38.934852600097656,,,,
0,115,38.27146530151367,,,,
0,116,37.98497772216797,,,,
0,117,37.97647476196289,,,,
0,118,38.06669235229492,,,,
0,119,38.2425651550293,,,,
0,120,38.62980651855469,,,,
0,121,38.502281188964844,,,,
0,122,38.144744873046875,,,,
0,123,38.420127868652344,,,,
0,124,38.1311149597168,,,,
0,125,37.89803695678711,,,,
0,126,38.05144119262695,,,,
0,127,38.05595779418945,,,,
0,128,38.134212493896484,,,,
0,129,38.332210540771484,,,,
0,130,38.33394241333008,,,,
0,131,38.34598159790039,,,,
0,132,37.93419647216797,,,,
0,133,38.171173095703125,,,,
0,134,38.314117431640625,,,,
0,135,37.93098068237305,,,,
0,136,38.07492446899414,,,,
0,137,38.093448638916016,,,,
0,138,37.895294189453125,,,,
0,139,37.77595138549805,,,,
0,140,37.715274810791016,,,,
0,141,38.14420700073242,,,,
0,142,37.78475570678711,,,,
0,143,38.137855529785156,,,,
0,144,37.831180572509766,,,,
0,145,38.31451416015625,,,,
0,146,37.78290557861328,,,,
0,147,37.8941535949707,,,,
